timestamp,camera,frame,track_id,global_id,posture,bbox,keypoints,objects
17:40:46.277761,cam1,70,2,1,WALKING,"(np.float32(520.6326), np.float32(475.70276), np.float32(814.4537), np.float32(717.4669))","[[653.16455078125, 576.96337890625, 0.9656274914741516], [673.9759521484375, 553.9722290039062, 0.9690554141998291], [632.254638671875, 556.474853515625, 0.9520355463027954], [712.4774780273438, 549.58447265625, 0.8525949716567993], [609.1041870117188, 554.7460327148438, 0.632179856300354], [756.6560668945312, 644.8278198242188, 0.8246066570281982], [583.86767578125, 631.9530639648438, 0.8455386757850647], [798.0623779296875, 720.0, 0.16990356147289276], [526.0989990234375, 690.6858520507812, 0.2112703025341034], [767.7540893554688, 717.5963134765625, 0.1284811645746231], [549.632568359375, 683.5249633789062, 0.15840961039066315], [704.1551513671875, 719.961181640625, 0.07054182142019272], [594.7896118164062, 713.2246704101562, 0.07844451814889908], [727.970458984375, 711.9759521484375, 0.02353859879076481], [600.7932739257812, 702.9891967773438, 0.027690934017300606], [703.3907470703125, 677.2874755859375, 0.02193870022892952], [612.8603515625, 687.2421875, 0.025000395253300667]]",
17:40:46.439762,cam1,71,2,1,WALKING,"(np.float32(520.4443), np.float32(474.82556), np.float32(814.7957), np.float32(717.5614))","[[653.4193725585938, 572.868408203125, 0.9659388661384583], [674.5868530273438, 550.7073364257812, 0.9691430926322937], [633.3258056640625, 552.498046875, 0.952198326587677], [712.5146484375, 548.265625, 0.853887140750885], [610.5842895507812, 551.6083984375, 0.6308959126472473], [756.1932373046875, 643.3536987304688, 0.8298976421356201], [582.8577880859375, 630.0805053710938, 0.8459004759788513], [798.36962890625, 720.0, 0.17581816017627716], [524.8269653320312, 691.0277709960938, 0.2086719274520874], [768.89697265625, 718.1505126953125, 0.1280342936515808], [546.0540161132812, 697.0205078125, 0.1503928154706955], [704.7579345703125, 720.0, 0.07320987433195114], [595.0742797851562, 715.835205078125, 0.0796089917421341], [731.7787475585938, 714.4090576171875, 0.02382183074951172], [604.2437744140625, 704.4033203125, 0.027395248413085938], [709.4129028320312, 684.8275146484375, 0.022144865244627], [619.8682861328125, 692.5171508789062, 0.02487262338399887]]",
17:40:46.591550,cam1,72,2,1,WALKING,"(np.float32(519.6269), np.float32(473.6464), np.float32(815.08997), np.float32(717.5927))","[[653.018798828125, 572.4072875976562, 0.9665158987045288], [674.4121704101562, 550.292724609375, 0.9689399003982544], [633.0057983398438, 551.7728271484375, 0.9539809226989746], [712.3576049804688, 547.8888549804688, 0.8517416715621948], [610.1635131835938, 550.5820922851562, 0.643685519695282], [756.38037109375, 642.6763916015625, 0.8296130299568176], [581.1716918945312, 630.2247314453125, 0.8535203337669373], [798.3546142578125, 720.0, 0.17188553512096405], [526.6241455078125, 696.1654052734375, 0.21685387194156647], [768.6990356445312, 718.9793701171875, 0.12525182962417603], [549.1490478515625, 704.0692138671875, 0.15263350307941437], [704.1370239257812, 720.0, 0.07163967192173004], [592.9048461914062, 715.01220703125, 0.08009278029203415], [732.5540771484375, 712.6539916992188, 0.023335957899689674], [601.1427001953125, 702.9774169921875, 0.027609243988990784], [709.0708618164062, 684.9198608398438, 0.02183234505355358], [617.1314086914062, 692.1282958984375, 0.02497221902012825]]",
17:40:46.751250,cam1,73,2,1,WALKING,"(np.float32(519.4718), np.float32(473.04047), np.float32(814.89594), np.float32(717.6134))","[[654.4087524414062, 573.60107421875, 0.9666675925254822], [675.0485229492188, 551.53076171875, 0.968094527721405], [634.616455078125, 552.9104614257812, 0.9548467993736267], [712.096435546875, 547.8017578125, 0.8423988819122314], [611.5811157226562, 550.3981323242188, 0.6523928642272949], [756.692138671875, 642.2537231445312, 0.8299104571342468], [581.006103515625, 629.6375732421875, 0.8547264933586121], [796.7911376953125, 720.0, 0.1716153621673584], [526.6084594726562, 696.2745361328125, 0.2186049520969391], [767.316162109375, 718.62744140625, 0.12467706203460693], [549.0614013671875, 704.2398681640625, 0.1536555141210556], [704.4922485351562, 720.0, 0.07147209346294403], [592.81396484375, 714.2802124023438, 0.08006781339645386], [733.1842651367188, 710.6581420898438, 0.023435577750205994], [600.395263671875, 701.4337768554688, 0.027724480256438255], [707.9069213867188, 681.09716796875, 0.02203367091715336], [616.1888427734375, 689.0314331054688, 0.02511262334883213]]",
17:40:46.903364,cam1,74,2,1,,"(np.float32(519.06134), np.float32(472.3069), np.float32(815.20135), np.float32(717.5871))","[[655.0401000976562, 574.9118041992188, 0.9670210480690002], [675.3407592773438, 552.2489624023438, 0.9677327275276184], [634.8236083984375, 553.9800415039062, 0.9571753144264221], [712.383056640625, 546.9852905273438, 0.83713698387146], [611.231201171875, 550.6090698242188, 0.6709559559822083], [758.3231811523438, 642.6914672851562, 0.822898805141449], [579.4348754882812, 632.0370483398438, 0.8598402142524719], [798.2545776367188, 720.0, 0.1542615443468094], [527.12841796875, 701.674072265625, 0.21610213816165924], [766.6271362304688, 718.9244995117188, 0.1131080761551857], [551.2407836914062, 709.4249267578125, 0.14864668250083923], [704.6491088867188, 720.0, 0.06735383719205856], [591.277099609375, 715.3468627929688, 0.07871334254741669], [731.3150634765625, 713.3905029296875, 0.022852521389722824], [598.5335693359375, 705.4678955078125, 0.0281523484736681], [703.2840576171875, 681.3758544921875, 0.021951861679553986], [616.599609375, 690.8925170898438, 0.025654951110482216]]",
17:40:47.067286,cam1,75,2,1,,"(np.float32(519.21423), np.float32(471.9389), np.float32(815.4015), np.float32(717.5722))","[[654.8978271484375, 575.6578369140625, 0.9663877487182617], [675.4776000976562, 553.2012939453125, 0.9674479961395264], [634.9078979492188, 554.284912109375, 0.9556763768196106], [712.3492431640625, 548.0708618164062, 0.8367286324501038], [611.1809692382812, 550.1903686523438, 0.6619834303855896], [757.2548217773438, 642.5481567382812, 0.822799026966095], [581.4338989257812, 631.01904296875, 0.8532715439796448], [798.8992919921875, 720.0, 0.15756921470165253], [528.58154296875, 698.589599609375, 0.2098217010498047], [767.030029296875, 717.8323974609375, 0.11547649651765823], [548.971923828125, 704.9727783203125, 0.14684708416461945], [706.0195922851562, 719.3267211914062, 0.06763096898794174], [594.5869140625, 713.369384765625, 0.07724033296108246], [730.606201171875, 711.9690551757812, 0.023196406662464142], [600.46923828125, 702.7459716796875, 0.02785312384366989], [703.5679931640625, 680.7344970703125, 0.022265970706939697], [616.9998168945312, 687.1478271484375, 0.025579212233424187]]",
17:40:47.223408,cam1,76,2,1,,"(np.float32(525.22485), np.float32(470.5065), np.float32(815.91864), np.float32(717.5704))","[[654.2411499023438, 571.77490234375, 0.9626243710517883], [675.0034790039062, 549.484375, 0.9683863520622253], [634.6869506835938, 551.207275390625, 0.9478254914283752], [713.5576171875, 545.9002685546875, 0.8601787686347961], [613.43505859375, 549.1954345703125, 0.6056166887283325], [760.0472412109375, 644.1233520507812, 0.8092749714851379], [587.326416015625, 629.0221557617188, 0.8247516751289368], [796.92724609375, 720.0, 0.14002276957035065], [534.6624755859375, 686.3522338867188, 0.16811616718769073], [764.0556030273438, 716.5787353515625, 0.09843536466360092], [547.3702392578125, 685.6519775390625, 0.11702711135149002], [706.4080810546875, 720.0, 0.06527649611234665], [597.4077758789062, 712.3219604492188, 0.07130870968103409], [727.9996337890625, 713.9027099609375, 0.024676237255334854], [603.3603515625, 702.9923095703125, 0.02849796786904335], [700.50048828125, 682.3240966796875, 0.025573143735527992], [621.665283203125, 690.4529418945312, 0.02884060889482498]]",
17:40:47.374878,cam1,77,2,1,,"(np.float32(527.2523), np.float32(469.73004), np.float32(816.103), np.float32(717.5485))","[[654.1536254882812, 571.01220703125, 0.962972104549408], [675.1963500976562, 548.8948974609375, 0.9685226678848267], [634.9352416992188, 550.1202392578125, 0.9491599202156067], [714.0228271484375, 545.6024169921875, 0.861731767654419], [614.0275268554688, 547.7279052734375, 0.6112944483757019], [761.138427734375, 644.9092407226562, 0.8039031028747559], [586.78759765625, 628.6876220703125, 0.8288130164146423], [797.6971435546875, 720.0, 0.12985315918922424], [534.3391723632812, 686.8316650390625, 0.16795015335083008], [763.70849609375, 716.716552734375, 0.09126221388578415], [546.5116577148438, 689.2547607421875, 0.11382433772087097], [705.9535522460938, 720.0, 0.06255477666854858], [596.0025024414062, 712.2763061523438, 0.0705963671207428], [727.0534057617188, 715.3330688476562, 0.024091124534606934], [602.0350341796875, 703.275146484375, 0.02874319814145565], [698.1746826171875, 684.9241943359375, 0.02548661269247532], [621.363037109375, 691.672607421875, 0.029400045052170753]]",
17:40:47.531367,cam1,78,2,1,,"(np.float32(528.4889), np.float32(469.4675), np.float32(816.19037), np.float32(717.54767))","[[654.5341186523438, 570.7905883789062, 0.961660623550415], [675.0722045898438, 548.58154296875, 0.9684056043624878], [635.4700927734375, 550.2724609375, 0.9467700719833374], [714.1078491210938, 544.4551391601562, 0.8635761737823486], [615.4515991210938, 547.7703857421875, 0.5995588898658752], [762.6595458984375, 643.1199340820312, 0.804951548576355], [586.8236083984375, 629.564453125, 0.8186491131782532], [797.626708984375, 720.0, 0.12992605566978455], [534.3439331054688, 691.6431884765625, 0.15309618413448334], [763.2633056640625, 717.0176391601562, 0.0884941965341568], [545.6693115234375, 698.1802978515625, 0.1020733043551445], [706.1439819335938, 720.0, 0.062405794858932495], [595.2288818359375, 713.5247802734375, 0.06742963939905167], [730.0908813476562, 714.810791015625, 0.024682532995939255], [602.9994506835938, 704.8284301757812, 0.028292030096054077], [698.4150390625, 685.2051391601562, 0.026729438453912735], [620.8885498046875, 694.3048095703125, 0.030001260340213776]]",
17:40:47.693677,cam1,79,2,1,,"(np.float32(535.0056), np.float32(468.72452), np.float32(815.7284), np.float32(717.4699))","[[654.2025146484375, 572.8785400390625, 0.9632400274276733], [674.857666015625, 551.4127197265625, 0.9717094302177429], [636.4721069335938, 551.7848510742188, 0.9391258358955383], [715.288818359375, 545.4966430664062, 0.8701786398887634], [618.8973388671875, 545.6517333984375, 0.536653995513916], [762.057373046875, 639.87841796875, 0.8239617347717285], [590.4205322265625, 623.5548706054688, 0.7949302792549133], [795.766845703125, 720.0, 0.15680623054504395], [542.1848754882812, 690.78125, 0.1377645879983902], [761.2996826171875, 720.0, 0.09757519513368607], [552.694580078125, 690.5069580078125, 0.09247096627950668], [707.0287475585938, 720.0, 0.06200806796550751], [596.35107421875, 718.4165649414062, 0.06177208945155144], [732.3616943359375, 720.0, 0.02142404019832611], [598.9639892578125, 714.1435546875, 0.02205132134258747], [706.0199584960938, 690.1800537109375, 0.02110055461525917], [620.2037963867188, 697.673583984375, 0.021674036979675293]]",
17:40:47.853557,cam1,80,2,1,,"(np.float32(552.2438), np.float32(468.2505), np.float32(815.705), np.float32(717.37964))","[[656.2825317382812, 574.4828491210938, 0.9606608748435974], [676.4429321289062, 552.7463989257812, 0.970553994178772], [638.2642822265625, 553.06884765625, 0.9320874214172363], [716.7415771484375, 544.7306518554688, 0.8655865788459778], [620.2694702148438, 544.98681640625, 0.5064994096755981], [762.1762084960938, 637.6078491210938, 0.8291168808937073], [594.9497680664062, 620.399658203125, 0.7678650617599487], [795.5465087890625, 720.0, 0.17297904193401337], [549.156005859375, 685.9013671875, 0.12396537512540817], [762.77001953125, 720.0, 0.10680128633975983], [561.2147216796875, 685.9649658203125, 0.08726120740175247], [708.0030517578125, 720.0, 0.06699199974536896], [599.8720703125, 714.9710693359375, 0.0608321838080883], [731.976806640625, 720.0, 0.023356065154075623], [601.7823486328125, 713.3349609375, 0.021950863301753998], [706.8194580078125, 685.0225830078125, 0.022671688348054886], [621.0866088867188, 692.8421630859375, 0.021847572177648544]]",
17:40:48.008606,cam1,81,2,1,,"(np.float32(557.2908), np.float32(467.70575), np.float32(815.9132), np.float32(717.1234))","[[657.721923828125, 574.2659301757812, 0.9611803293228149], [677.8673706054688, 552.6485595703125, 0.9700029492378235], [639.9171142578125, 552.3090209960938, 0.9327345490455627], [717.8004150390625, 544.2135620117188, 0.8598310351371765], [621.341796875, 542.9841918945312, 0.5100605487823486], [762.560791015625, 638.2758178710938, 0.83372962474823], [594.382080078125, 618.2071533203125, 0.769568920135498], [795.6129150390625, 720.0, 0.17936885356903076], [549.1241455078125, 682.2835693359375, 0.12685531377792358], [763.6919555664062, 720.0, 0.11209316551685333], [562.8369140625, 682.2872314453125, 0.09069782495498657], [704.9400024414062, 720.0, 0.06873957812786102], [595.9064331054688, 712.8941650390625, 0.061864692717790604], [729.2493896484375, 720.0, 0.023521563038229942], [597.3381958007812, 711.4617919921875, 0.021898601204156876], [703.72216796875, 682.6485595703125, 0.022350037470459938], [616.8528442382812, 689.3634643554688, 0.021323656663298607]]",
17:40:48.158828,cam1,82,2,1,,"(np.float32(544.70374), np.float32(467.0534), np.float32(816.5159), np.float32(717.1038))","[[660.0169067382812, 574.4639892578125, 0.9620809555053711], [681.0639038085938, 552.1893310546875, 0.9670380353927612], [640.628173828125, 552.2077026367188, 0.9411733150482178], [720.96044921875, 544.6073608398438, 0.8517826199531555], [619.2158813476562, 544.4502563476562, 0.5730206370353699], [764.507080078125, 640.5800170898438, 0.8443609476089478], [591.590087890625, 622.1453247070312, 0.8209478259086609], [795.4406127929688, 720.0, 0.19824665784835815], [539.5950927734375, 686.042724609375, 0.17847125232219696], [767.2320556640625, 714.0658569335938, 0.1386728137731552], [553.3869018554688, 696.05810546875, 0.12999236583709717], [703.237548828125, 718.706787109375, 0.0848686546087265], [592.5343017578125, 709.4876708984375, 0.08050063252449036], [732.746826171875, 717.6119384765625, 0.027017734944820404], [602.3716430664062, 705.6436157226562, 0.027342254295945168], [699.1919555664062, 673.0733642578125, 0.02433210238814354], [610.9271850585938, 680.8311767578125, 0.02498120255768299]]",
17:40:48.325665,cam1,83,2,1,,"(np.float32(533.0595), np.float32(466.53632), np.float32(816.8762), np.float32(717.02594))","[[661.0347900390625, 572.2546997070312, 0.9643980264663696], [682.166259765625, 550.4532470703125, 0.9675910472869873], [642.1581420898438, 550.2089233398438, 0.9456753134727478], [721.5782470703125, 543.6782836914062, 0.8500895500183105], [620.91748046875, 543.016845703125, 0.5963653326034546], [764.26416015625, 638.0474853515625, 0.8474688529968262], [589.3801879882812, 622.438232421875, 0.8412054181098938], [796.8291015625, 720.0, 0.20404230058193207], [533.8147583007812, 690.0573120117188, 0.20247118175029755], [768.658935546875, 714.393798828125, 0.14481954276561737], [549.1129760742188, 702.0257568359375, 0.1449294239282608], [701.2208251953125, 717.635498046875, 0.08585914224386215], [589.2423095703125, 709.7716064453125, 0.08514633774757385], [732.044921875, 714.691162109375, 0.026236727833747864], [599.4334716796875, 704.3037719726562, 0.027641860768198967], [700.3477172851562, 674.588623046875, 0.023091953247785568], [609.1307373046875, 681.247802734375, 0.02434403821825981]]",
17:40:48.468112,cam1,84,2,1,,"(np.float32(536.7551), np.float32(466.35266), np.float32(817.38715), np.float32(717.08374))","[[662.51171875, 572.6797485351562, 0.9620183706283569], [683.9457397460938, 550.550048828125, 0.9664739370346069], [642.9727783203125, 550.48583984375, 0.9410364627838135], [722.9109497070312, 544.3660888671875, 0.8467751145362854], [620.3926391601562, 543.8799438476562, 0.5772822499275208], [764.0068969726562, 638.867431640625, 0.8512773513793945], [593.3419799804688, 621.1944580078125, 0.8161941766738892], [798.5907592773438, 720.0, 0.21669010818004608], [538.6714477539062, 682.806396484375, 0.17818821966648102], [770.1954956054688, 714.2882690429688, 0.15125486254692078], [550.4927978515625, 693.181884765625, 0.1337926983833313], [704.1043090820312, 716.7324829101562, 0.08908776193857193], [595.002685546875, 707.93701171875, 0.08079441636800766], [735.0845336914062, 714.1492309570312, 0.02765713818371296], [607.1435546875, 702.2100830078125, 0.026737673208117485], [702.90869140625, 672.5927124023438, 0.02438906766474247], [613.3379516601562, 678.3875732421875, 0.024215981364250183]]",
17:40:48.635861,cam1,85,2,1,,"(np.float32(532.6464), np.float32(466.83636), np.float32(817.83136), np.float32(716.9131))","[[665.8695068359375, 573.509033203125, 0.9646755456924438], [686.5511474609375, 551.2542114257812, 0.9657101035118103], [646.2741088867188, 551.5115966796875, 0.9530107975006104], [724.592041015625, 544.324951171875, 0.8321775197982788], [623.46435546875, 544.7427368164062, 0.6477571725845337], [768.4666748046875, 641.6170654296875, 0.8219908475875854], [590.6231689453125, 623.4212036132812, 0.8477746248245239], [798.49755859375, 720.0, 0.14891305565834045], [535.947265625, 694.1312255859375, 0.1969917267560959], [767.243896484375, 714.9721069335938, 0.1065666526556015], [554.3818359375, 704.6943359375, 0.13302530348300934], [703.9378051757812, 716.5215454101562, 0.06701620668172836], [591.3341674804688, 707.4596557617188, 0.07539989054203033], [728.416015625, 708.352783203125, 0.02351112850010395], [599.3483276367188, 696.227783203125, 0.02807554416358471], [691.0132446289062, 668.087158203125, 0.023687470704317093], [611.6248168945312, 676.6566162109375, 0.027036471292376518]]",
17:40:48.781585,cam1,86,2,1,WALKING,"(np.float32(529.837), np.float32(467.10486), np.float32(817.8987), np.float32(716.7433))","[[665.8436279296875, 572.73291015625, 0.9664520025253296], [686.9522094726562, 550.9859008789062, 0.9660259485244751], [646.94677734375, 550.3460083007812, 0.9553368091583252], [725.20361328125, 544.6493530273438, 0.8324483036994934], [624.6011962890625, 543.0590209960938, 0.6607645750045776], [768.3360595703125, 641.5403442382812, 0.8283134698867798], [588.9811401367188, 624.250244140625, 0.8642852306365967], [800.017822265625, 720.0, 0.15732574462890625], [533.9154663085938, 698.2088623046875, 0.22284314036369324], [767.5504760742188, 715.51123046875, 0.11681007593870163], [556.1849365234375, 707.7167358398438, 0.1522694081068039], [702.01220703125, 716.5960693359375, 0.06980346888303757], [588.1703491210938, 708.036865234375, 0.08115305006504059], [729.9170532226562, 710.4181518554688, 0.023293327540159225], [599.6707153320312, 698.5508422851562, 0.028791358694434166], [693.5317993164062, 672.4022827148438, 0.022205526009202003], [612.40869140625, 678.0640869140625, 0.025967378169298172]]",
17:40:48.941303,cam1,87,2,1,WALKING,"(np.float32(525.4163), np.float32(468.3018), np.float32(818.6522), np.float32(716.57477))","[[668.6541137695312, 571.88916015625, 0.9667997360229492], [689.8291015625, 550.8399658203125, 0.9723777770996094], [650.505859375, 550.6749877929688, 0.9475253820419312], [728.9464721679688, 547.8485107421875, 0.8664609789848328], [630.9326171875, 546.3375854492188, 0.5645444989204407], [770.095947265625, 648.321533203125, 0.8095958232879639], [604.3804931640625, 612.8897094726562, 0.8087753057479858], [798.9366455078125, 720.0, 0.1461559683084488], [531.1474609375, 639.7435302734375, 0.17037616670131683], [767.1307983398438, 719.7379150390625, 0.09772557765245438], [518.3887329101562, 623.5363159179688, 0.12219022214412689], [700.6654052734375, 720.0, 0.059963297098875046], [594.0682373046875, 704.3587646484375, 0.06680377572774887], [720.93505859375, 710.5770263671875, 0.020653780549764633], [588.9534301757812, 690.8032836914062, 0.023606404662132263], [696.8871459960938, 677.2083740234375, 0.020746145397424698], [599.1060791015625, 682.7669067382812, 0.022826198488473892]]",
17:40:49.117170,cam1,88,2,1,WALKING,"(np.float32(524.7478), np.float32(469.0934), np.float32(818.9827), np.float32(716.6865))","[[669.291748046875, 571.8831787109375, 0.9651334285736084], [690.3528442382812, 550.8344116210938, 0.9683997631072998], [650.8340454101562, 550.5086669921875, 0.9491288065910339], [727.9710083007812, 547.5066528320312, 0.8525825142860413], [629.4163818359375, 545.9598388671875, 0.6001646518707275], [769.602294921875, 646.7842407226562, 0.8267176151275635], [599.9369506835938, 615.5692138671875, 0.8327524065971375], [799.1705322265625, 720.0, 0.16957025229930878], [527.85498046875, 656.24072265625, 0.20115253329277039], [770.3035278320312, 713.756591796875, 0.12073677778244019], [528.9189453125, 652.650146484375, 0.1454135626554489], [698.8429565429688, 720.0, 0.07263167947530746], [590.84619140625, 704.6699829101562, 0.07795637100934982], [717.3304443359375, 704.7576293945312, 0.024309325963258743], [588.011962890625, 684.6539916992188, 0.02752603217959404], [683.82861328125, 668.1470947265625, 0.024014825001358986], [588.9406127929688, 672.04248046875, 0.026545878499746323]]",
17:40:49.270197,cam1,89,2,1,WALKING,"(np.float32(524.9167), np.float32(468.94724), np.float32(819.06287), np.float32(716.55914))","[[668.9976806640625, 572.275634765625, 0.9663170576095581], [689.8837890625, 551.1181030273438, 0.9720219969749451], [650.6574096679688, 551.2344970703125, 0.9463387727737427], [728.7756958007812, 547.6627807617188, 0.8639942407608032], [630.98046875, 546.91357421875, 0.5595975518226624], [769.7006225585938, 647.2352905273438, 0.8127632737159729], [605.2556762695312, 612.9346923828125, 0.8030049204826355], [797.7734375, 720.0, 0.1508358269929886], [532.3267822265625, 643.7138671875, 0.1655387580394745], [766.4166259765625, 719.7329711914062, 0.09903604537248611], [518.6897583007812, 637.316650390625, 0.11709074676036835], [700.37451171875, 720.0, 0.060620903968811035], [594.6685791015625, 703.6903076171875, 0.065728098154068], [719.05859375, 709.6519775390625, 0.02082688733935356], [588.0032958984375, 690.0391845703125, 0.02313143201172352], [694.0985717773438, 675.3964233398438, 0.0209799837321043], [596.754150390625, 682.2174072265625, 0.022609619423747063]]",
17:40:49.438222,cam1,90,2,1,WALKING,"(np.float32(528.4068), np.float32(470.12994), np.float32(819.54956), np.float32(716.9563))","[[669.8682861328125, 570.4169921875, 0.9646444320678711], [691.6126708984375, 548.900146484375, 0.9676765203475952], [650.9100952148438, 548.799560546875, 0.9508200287818909], [729.8613891601562, 546.5491333007812, 0.8499622344970703], [628.8416748046875, 545.69970703125, 0.6227306723594666], [770.97216796875, 646.4013671875, 0.8251914978027344], [597.8621826171875, 623.9208374023438, 0.8385635018348694], [802.1539306640625, 720.0, 0.15874813497066498], [536.0027465820312, 686.5516967773438, 0.1924726366996765], [771.7916870117188, 714.7041015625, 0.11308000981807709], [548.7313842773438, 700.7156982421875, 0.13119831681251526], [701.2371826171875, 719.7978515625, 0.06706120818853378], [590.8150634765625, 707.9453125, 0.07260636985301971], [722.2816162109375, 706.8330688476562, 0.023381168022751808], [589.5606689453125, 690.5997314453125, 0.02674040012061596], [688.5703125, 671.861572265625, 0.02375132218003273], [593.0186767578125, 677.215087890625, 0.02641455829143524]]",
